"","Bird","Plant","Occupancy","Iteration","True_State"
"373",10,15,2,"18",2
"374",10,15,1,"24",2
"375",10,15,3,"25",2
"376",10,15,2,"52",2
"377",10,15,2,"34",2
"378",10,15,3,"55",2
"379",10,15,1,"20",2
"380",10,15,3,"3",2
"381",10,15,0,"33",2
"382",10,15,2,"19",2
"383",10,15,3,"8",2
"384",10,15,3,"31",2
"385",10,15,3,"28",2
"386",10,15,1,"1",2
"387",10,15,2,"5",2
"388",10,15,2,"48",2
"389",10,15,0,"22",2
"390",10,15,3,"4",2
"391",10,15,5,"9",2
"392",10,15,3,"26",2
"393",10,15,1,"57",2
"394",10,15,3,"10",2
"395",10,15,1,"2",2
"396",10,15,1,"15",2
"397",10,15,3,"43",2
"398",10,15,3,"17",2
"399",10,15,1,"13",2
"400",10,15,0,"29",2
"401",10,15,1,"40",2
"402",10,15,2,"16",2
"403",10,15,6,"12",2
"404",10,15,2,"21",2
"405",10,15,1,"14",2
"406",10,15,3,"30",2
"407",10,15,4,"32",2
"408",10,15,1,"56",2
"409",10,15,3,"46",2
"410",10,15,3,"35",2
"411",10,15,2,"60",2
"412",10,15,2,"44",2
"413",10,15,5,"45",2
"414",10,15,1,"27",2
"415",10,15,3,"41",2
"416",10,15,2,"58",2
"417",10,15,3,"59",2
"418",10,15,2,"42",2
"419",10,15,1,"47",2
"420",10,15,2,"11",2
"421",10,16,1,"9",5
"422",10,16,2,"55",5
"423",10,16,2,"26",5
"424",10,16,1,"57",5
"425",10,16,3,"46",5
"426",10,16,3,"48",5
"427",10,16,1,"35",5
"428",10,16,3,"40",5
"429",10,16,4,"44",5
"430",10,16,0,"10",5
"431",10,16,4,"39",5
"432",10,16,2,"7",5
"433",10,16,0,"58",5
"434",10,16,3,"56",5
"435",10,16,1,"38",5
"436",10,16,0,"37",5
"437",10,16,3,"50",5
"438",10,16,2,"54",5
"439",10,16,0,"16",5
"440",10,16,1,"32",5
"441",10,16,2,"41",5
"442",10,16,3,"53",5
"443",10,16,1,"34",5
"444",10,16,1,"14",5
"445",10,16,6,"13",5
"446",10,16,5,"8",5
"447",10,16,2,"23",5
"448",10,16,2,"60",5
"449",10,16,3,"17",5
"450",10,16,3,"5",5
"451",10,16,1,"47",5
"452",10,16,2,"42",5
"453",10,16,1,"27",5
"454",10,16,0,"4",5
"455",10,16,1,"51",5
"456",10,16,4,"45",5
"457",10,16,4,"25",5
"458",10,16,3,"2",5
"459",10,16,1,"6",5
"460",10,16,2,"29",5
"461",10,16,3,"1",5
"462",10,16,3,"49",5
"463",10,16,3,"33",5
"464",10,16,3,"43",5
"465",10,16,4,"22",5
"466",10,16,3,"36",5
"467",10,16,4,"30",5
"468",10,16,2,"15",5
"469",10,16,2,"3",5
"470",10,16,4,"20",5
"471",10,16,2,"12",5
"472",10,16,2,"24",5
"473",10,16,3,"19",5
"474",10,16,3,"59",5
"475",10,16,2,"11",5
"476",10,16,1,"28",5
"477",10,16,3,"18",5
"478",10,16,0,"52",5
"479",10,16,3,"31",5
"480",10,16,1,"21",5
"481",10,17,2,"44",2
"482",10,17,0,"2",2
"483",10,17,2,"33",2
"484",10,17,3,"40",2
"485",10,17,3,"9",2
"486",10,17,1,"3",2
"487",10,17,0,"13",2
"488",10,17,1,"30",2
"489",10,17,3,"47",2
"490",10,17,5,"50",2
"491",10,17,1,"23",2
"492",10,17,2,"12",2
"493",10,17,4,"5",2
"494",10,17,5,"28",2
"495",10,17,3,"45",2
"496",10,17,3,"51",2
"497",10,17,2,"19",2
"498",10,17,1,"57",2
"499",10,17,3,"32",2
"500",10,17,5,"14",2
"501",10,17,5,"15",2
"502",10,17,3,"31",2
"503",10,17,2,"16",2
"504",10,17,3,"46",2
"505",10,17,1,"29",2
"506",10,17,2,"42",2
"507",10,17,3,"59",2
"508",10,17,2,"34",2
"509",10,17,2,"52",2
"510",10,17,4,"41",2
"511",10,17,3,"20",2
"512",10,17,1,"39",2
"513",10,17,0,"49",2
"514",10,17,1,"1",2
"515",10,17,3,"27",2
"516",10,17,3,"48",2
"517",10,17,0,"43",2
"518",10,17,2,"25",2
"519",10,17,1,"36",2
"520",10,17,5,"53",2
"521",10,17,2,"35",2
"522",10,17,3,"17",2
"523",10,17,0,"4",2
"524",10,17,1,"58",2
"525",10,17,2,"10",2
"526",10,17,3,"38",2
"527",10,17,4,"18",2
"528",10,17,6,"22",2
"529",10,17,3,"26",2
"530",10,17,3,"7",2
"531",10,17,5,"60",2
"532",10,17,3,"11",2
"533",10,17,2,"54",2
"534",10,17,1,"8",2
"535",10,17,1,"24",2
"536",10,17,0,"21",2
"537",10,17,1,"55",2
"538",10,17,3,"56",2
"539",10,17,4,"37",2
"540",10,17,3,"6",2
"541",10,18,4,"34",3
"542",10,18,5,"33",3
"543",10,18,2,"1",3
"544",10,18,1,"30",3
"545",10,18,5,"15",3
"546",10,18,1,"48",3
"547",10,18,3,"45",3
"548",10,18,3,"52",3
"549",10,18,4,"35",3
"550",10,18,3,"18",3
"551",10,18,4,"17",3
"552",10,18,6,"50",3
"553",10,18,1,"13",3
"554",10,18,4,"16",3
"555",10,18,5,"49",3
"556",10,18,3,"19",3
"557",10,18,4,"2",3
"558",10,18,3,"5",3
"559",10,18,2,"3",3
"560",10,18,5,"44",3
"561",10,18,4,"14",3
"562",10,18,4,"36",3
"563",10,18,2,"46",3
"564",10,18,1,"6",3
"565",10,18,4,"32",3
"566",10,18,3,"40",3
"567",10,18,4,"29",3
"568",10,18,0,"47",3
"569",10,18,6,"31",3
"570",10,18,3,"51",3
"571",10,18,4,"59",3
"572",10,18,6,"43",3
"573",10,18,7,"28",3
"574",10,18,6,"20",3
"575",10,18,3,"57",3
"576",10,18,6,"39",3
"577",10,18,4,"53",3
"578",10,18,4,"22",3
"579",10,18,3,"21",3
"580",10,18,3,"58",3
"581",10,18,4,"41",3
"582",10,18,4,"4",3
"583",10,18,2,"23",3
"584",10,18,10,"38",3
"585",10,18,4,"27",3
"586",10,18,3,"55",3
"587",10,18,2,"37",3
"588",10,18,3,"12",3
"589",10,18,5,"60",3
"590",10,18,3,"54",3
"591",10,18,5,"56",3
"592",10,18,0,"7",3
"593",10,18,2,"24",3
"594",10,18,7,"8",3
"595",10,18,5,"9",3
"596",10,18,4,"11",3
"597",10,18,2,"42",3
"598",10,18,4,"26",3
"599",10,18,7,"25",3
"600",10,18,8,"10",3
"601",10,19,1,"3",3
"602",10,19,1,"39",3
"603",10,19,2,"7",3
"604",10,19,2,"56",3
"605",10,19,2,"18",3
"606",10,19,2,"37",3
"607",10,19,4,"55",3
"608",10,19,4,"23",3
"609",10,19,0,"4",3
"610",10,19,3,"6",3
"611",10,19,1,"21",3
"612",10,19,0,"5",3
"613",10,19,2,"57",3
"614",10,19,1,"11",3
"615",10,19,5,"34",3
"616",10,19,5,"40",3
"617",10,19,3,"20",3
"618",10,19,2,"2",3
"619",10,19,4,"38",3
"620",10,19,2,"16",3
"621",10,19,3,"17",3
"622",10,19,2,"22",3
"623",10,19,7,"1",3
"624",10,19,3,"24",3
"625",10,19,2,"41",3
"626",10,19,1,"46",3
"627",10,19,3,"53",3
"628",10,19,4,"44",3
"629",10,19,3,"45",3
"630",10,19,2,"54",3
"631",10,19,3,"50",3
"632",10,19,3,"35",3
"633",10,19,3,"19",3
"634",10,19,1,"51",3
"635",10,19,1,"58",3
"636",10,19,5,"13",3
"637",10,19,1,"30",3
"638",10,19,1,"47",3
"639",10,19,3,"32",3
"640",10,19,1,"49",3
"641",10,19,1,"28",3
"642",10,19,2,"12",3
"643",10,19,2,"52",3
"644",10,19,5,"33",3
"645",10,19,0,"36",3
"646",10,19,2,"31",3
"647",10,19,3,"48",3
"648",10,19,1,"29",3
"649",10,19,1,"25",3
"650",10,19,1,"14",3
"651",10,19,2,"59",3
"652",10,19,1,"8",3
"653",10,19,3,"9",3
"654",10,19,1,"15",3
"655",10,19,6,"43",3
"656",10,19,6,"60",3
"657",10,19,4,"26",3
"658",10,19,2,"42",3
"659",10,19,3,"27",3
"660",10,19,1,"10",3
"661",10,2,5,"34",3
"662",10,2,3,"35",3
"663",10,2,2,"19",3
"664",10,2,4,"18",3
"665",10,2,1,"3",3
"666",10,2,1,"37",3
"667",10,2,6,"54",3
"668",10,2,4,"51",3
"669",10,2,5,"53",3
"670",10,2,7,"23",3
"671",10,2,3,"40",3
"672",10,2,8,"36",3
"673",10,2,4,"24",3
"674",10,2,1,"20",3
"675",10,2,2,"21",3
"676",10,2,4,"32",3
"677",10,2,4,"52",3
"678",10,2,8,"16",3
"679",10,2,3,"47",3
"680",10,2,4,"2",3
"681",10,2,3,"5",3
"682",10,2,2,"56",3
"683",10,2,4,"58",3
"684",10,2,3,"41",3
"685",10,2,6,"50",3
"686",10,2,8,"4",3
"687",10,2,2,"49",3
"688",10,2,6,"38",3
"689",10,2,2,"6",3
"690",10,2,3,"30",3
"691",10,2,5,"14",3
"692",10,2,7,"57",3
"693",10,2,0,"25",3
"694",10,2,7,"22",3
"695",10,2,6,"42",3
"696",10,2,5,"59",3
"697",10,2,4,"13",3
"698",10,2,3,"7",3
"699",10,2,4,"17",3
"700",10,2,2,"11",3
"701",10,2,5,"15",3
"702",10,2,3,"33",3
"703",10,2,5,"1",3
"704",10,2,2,"55",3
"705",10,2,0,"45",3
"706",10,2,2,"48",3
"707",10,2,4,"8",3
"708",10,2,5,"9",3
"709",10,2,4,"28",3
"710",10,2,3,"26",3
"711",10,2,2,"39",3
"712",10,2,1,"12",3
"713",10,2,4,"46",3
"714",10,2,3,"31",3
"715",10,2,4,"27",3
"716",10,2,3,"60",3
"717",10,2,2,"29",3
"718",10,2,6,"43",3
"719",10,2,3,"44",3
"720",10,2,4,"10",3
"721",10,20,5,"9",1
"722",10,20,1,"40",1
"723",10,20,1,"53",1
"724",10,20,1,"59",1
"725",10,20,2,"2",1
"726",10,20,1,"20",1
"727",10,20,5,"8",1
"728",10,20,0,"22",1
"729",10,20,1,"51",1
"730",10,20,3,"50",1
"731",10,20,2,"37",1
"732",10,20,0,"31",1
"733",10,20,1,"6",1
"734",10,20,1,"57",1
"735",10,20,2,"19",1
"736",10,20,3,"13",1
"737",10,20,3,"23",1
"738",10,20,2,"17",1
"739",10,20,0,"28",1
"740",10,20,2,"11",1
"741",10,20,4,"10",1
"742",10,20,0,"42",1
"743",10,20,1,"26",1
"744",10,20,1,"48",1
"745",10,20,2,"41",1
"746",10,20,1,"24",1
"747",10,20,0,"25",1
"748",10,20,2,"58",1
"749",10,20,1,"39",1
"750",10,20,0,"55",1
"751",10,20,2,"56",1
"752",10,20,1,"7",1
"753",10,20,1,"27",1
"754",10,20,3,"21",1
"755",10,20,1,"4",1
"756",10,20,0,"43",1
"757",10,20,2,"36",1
"758",10,20,3,"52",1
"759",10,20,0,"35",1
"760",10,20,3,"3",1
"761",10,20,3,"18",1
"762",10,20,1,"1",1
"763",10,20,0,"33",1
"764",10,20,1,"34",1
"765",10,20,4,"5",1
"766",10,20,1,"38",1
"767",10,20,3,"32",1
"768",10,20,2,"15",1
"769",10,20,3,"14",1
"770",10,20,2,"47",1
"771",10,20,0,"30",1
"772",10,20,0,"46",1
"773",10,20,0,"45",1
"774",10,20,1,"29",1
"775",10,20,3,"12",1
"776",10,20,1,"44",1
"777",10,20,2,"54",1
"778",10,20,4,"16",1
"779",10,20,4,"49",1
"780",10,20,3,"60",1
"781",10,3,3,"6",1
"782",10,3,5,"53",1
"783",10,3,2,"26",1
"784",10,3,1,"3",1
"785",10,3,7,"55",1
"786",10,3,2,"54",1
"787",10,3,10,"40",1
"788",10,3,2,"50",1
"789",10,3,6,"4",1
"790",10,3,3,"44",1
"791",10,3,6,"23",1
"792",10,3,1,"51",1
"793",10,3,5,"2",1
"794",10,3,5,"57",1
"795",10,3,1,"37",1
"796",10,3,4,"10",1
"797",10,3,4,"15",1
"798",10,3,5,"39",1
"799",10,3,4,"24",1
"800",10,3,1,"18",1
"801",10,3,4,"22",1
"802",10,3,7,"52",1
"803",10,3,5,"13",1
"804",10,3,7,"5",1
"805",10,3,3,"48",1
"806",10,3,4,"27",1
"807",10,3,7,"20",1
"808",10,3,8,"9",1
"809",10,3,2,"1",1
"810",10,3,6,"32",1
"811",10,3,3,"34",1
"812",10,3,2,"7",1
"813",10,3,6,"60",1
"814",10,3,3,"43",1
"815",10,3,4,"49",1
"816",10,3,5,"45",1
"817",10,3,7,"41",1
"818",10,3,2,"58",1
"819",10,3,6,"16",1
"820",10,3,9,"21",1
"821",10,3,2,"35",1
"822",10,3,10,"25",1
"823",10,3,4,"12",1
"824",10,3,7,"19",1
"825",10,3,3,"46",1
"826",10,3,5,"30",1
"827",10,3,2,"59",1
"828",10,3,6,"29",1
"829",10,3,4,"17",1
"830",10,3,6,"38",1
"831",10,3,2,"47",1
"832",10,3,5,"11",1
"833",10,3,2,"56",1
"834",10,3,7,"8",1
"835",10,3,4,"14",1
"836",10,3,4,"31",1
"837",10,3,3,"33",1
"838",10,3,3,"42",1
"839",10,3,2,"36",1
"840",10,3,8,"28",1
"841",10,4,7,"27",5
"842",10,4,4,"14",5
"843",10,4,3,"26",5
"844",10,4,4,"52",5
"845",10,4,4,"9",5
"846",10,4,2,"12",5
"847",10,4,3,"8",5
"848",10,4,3,"56",5
"849",10,4,2,"57",5
"850",10,4,1,"16",5
"851",10,4,2,"33",5
"852",10,4,3,"10",5
"853",10,4,1,"23",5
"854",10,4,6,"51",5
"855",10,4,2,"25",5
"856",10,4,3,"31",5
"857",10,4,0,"32",5
"858",10,4,1,"24",5
"859",10,4,2,"7",5
"860",10,4,2,"29",5
"861",10,4,3,"30",5
"862",10,4,1,"54",5
"863",10,4,3,"11",5
"864",10,4,3,"28",5
"865",10,4,3,"49",5
"866",10,4,5,"21",5
"867",10,4,9,"58",5
"868",10,4,2,"42",5
"869",10,4,2,"3",5
"870",10,4,6,"41",5
"871",10,4,3,"13",5
"872",10,4,4,"46",5
"873",10,4,2,"18",5
"874",10,4,9,"60",5
"875",10,4,2,"39",5
"876",10,4,4,"17",5
"877",10,4,5,"22",5
"878",10,4,2,"43",5
"879",10,4,8,"5",5
"880",10,4,3,"20",5
"881",10,4,2,"4",5
"882",10,4,1,"48",5
"883",10,4,2,"19",5
"884",10,4,3,"40",5
"885",10,4,3,"55",5
"886",10,4,2,"2",5
"887",10,4,7,"1",5
"888",10,4,2,"50",5
"889",10,4,2,"38",5
"890",10,4,7,"59",5
"891",10,4,3,"44",5
"892",10,4,3,"47",5
"893",10,4,2,"36",5
"894",10,4,4,"15",5
"895",10,4,1,"37",5
"896",10,4,8,"35",5
"897",10,4,3,"45",5
"898",10,4,4,"34",5
"899",10,4,3,"53",5
"900",10,4,5,"6",5
"901",10,5,3,"57",5
"902",10,5,1,"19",5
"903",10,5,5,"51",5
"904",10,5,4,"4",5
"905",10,5,7,"50",5
"906",10,5,6,"14",5
"907",10,5,4,"32",5
"908",10,5,3,"30",5
"909",10,5,3,"2",5
"910",10,5,5,"20",5
"911",10,5,5,"45",5
"912",10,5,4,"40",5
"913",10,5,1,"33",5
"914",10,5,4,"3",5
"915",10,5,2,"17",5
"916",10,5,4,"1",5
"917",10,5,2,"10",5
"918",10,5,6,"26",5
"919",10,5,4,"15",5
"920",10,5,3,"34",5
"921",10,5,3,"31",5
"922",10,5,5,"29",5
"923",10,5,6,"21",5
"924",10,5,6,"49",5
"925",10,5,1,"35",5
"926",10,5,4,"52",5
"927",10,5,3,"16",5
"928",10,5,4,"48",5
"929",10,5,8,"28",5
"930",10,5,9,"43",5
"931",10,5,9,"46",5
"932",10,5,2,"22",5
"933",10,5,4,"11",5
"934",10,5,2,"53",5
"935",10,5,8,"41",5
"936",10,5,0,"47",5
"937",10,5,4,"9",5
"938",10,5,1,"58",5
"939",10,5,6,"18",5
"940",10,5,6,"5",5
"941",10,5,4,"60",5
"942",10,5,1,"56",5
"943",10,5,7,"36",5
"944",10,5,5,"44",5
"945",10,5,6,"42",5
"946",10,5,5,"59",5
"947",10,5,8,"39",5
"948",10,5,0,"27",5
"949",10,5,2,"13",5
"950",10,5,5,"25",5
"951",10,5,5,"12",5
"952",10,5,7,"24",5
"953",10,5,1,"6",5
"954",10,5,5,"54",5
"955",10,5,4,"23",5
"956",10,5,1,"7",5
"957",10,5,3,"8",5
"958",10,5,6,"37",5
"959",10,5,3,"55",5
"960",10,5,6,"38",5
"961",10,6,4,"2",5
"962",10,6,2,"19",5
"963",10,6,5,"35",5
"964",10,6,3,"18",5
"965",10,6,5,"34",5
"966",10,6,4,"1",5
"967",10,6,2,"4",5
"968",10,6,4,"33",5
"969",10,6,7,"50",5
"970",10,6,1,"17",5
"971",10,6,4,"39",5
"972",10,6,5,"20",5
"973",10,6,4,"5",5
"974",10,6,3,"3",5
"975",10,6,11,"15",5
"976",10,6,6,"32",5
"977",10,6,3,"14",5
"978",10,6,3,"30",5
"979",10,6,1,"51",5
"980",10,6,2,"52",5
"981",10,6,5,"53",5
"982",10,6,8,"21",5
"983",10,6,9,"6",5
"984",10,6,2,"45",5
"985",10,6,3,"8",5
"986",10,6,4,"57",5
"987",10,6,5,"56",5
"988",10,6,3,"58",5
"989",10,6,5,"7",5
"990",10,6,4,"49",5
"991",10,6,4,"55",5
"992",10,6,7,"54",5
"993",10,6,6,"36",5
"994",10,6,6,"31",5
"995",10,6,1,"48",5
"996",10,6,5,"29",5
