"","Bird","Plant","Occupancy","Iteration","True_State"
"616",10,19,4,"40",3
"617",10,19,1,"20",3
"618",10,19,3,"2",3
"619",10,19,1,"38",3
"620",10,19,0,"16",3
"621",10,19,5,"17",3
"622",10,19,2,"22",3
"623",10,19,2,"1",3
"624",10,19,3,"24",3
"625",10,19,1,"41",3
"626",10,19,3,"46",3
"627",10,19,5,"53",3
"628",10,19,1,"44",3
"629",10,19,1,"45",3
"630",10,19,3,"54",3
"631",10,19,1,"50",3
"632",10,19,2,"35",3
"633",10,19,2,"19",3
"634",10,19,3,"51",3
"635",10,19,2,"58",3
"636",10,19,3,"13",3
"637",10,19,3,"30",3
"638",10,19,3,"47",3
"639",10,19,2,"32",3
"640",10,19,4,"49",3
"641",10,19,3,"28",3
"642",10,19,1,"12",3
"643",10,19,3,"52",3
"644",10,19,4,"33",3
"645",10,19,1,"36",3
"646",10,19,3,"31",3
"647",10,19,1,"48",3
"648",10,19,1,"29",3
"649",10,19,2,"25",3
"650",10,19,3,"14",3
"651",10,19,3,"59",3
"652",10,19,0,"8",3
"653",10,19,4,"9",3
"654",10,19,3,"15",3
"655",10,19,1,"43",3
"656",10,19,4,"60",3
"657",10,19,6,"26",3
"658",10,19,1,"42",3
"659",10,19,3,"27",3
"660",10,19,3,"10",3
"661",10,2,2,"34",2
"662",10,2,3,"35",2
"663",10,2,3,"19",2
"664",10,2,3,"18",2
"665",10,2,2,"3",2
"666",10,2,4,"37",2
"667",10,2,5,"54",2
"668",10,2,1,"51",2
"669",10,2,3,"53",2
"670",10,2,5,"23",2
"671",10,2,6,"40",2
"672",10,2,4,"36",2
"673",10,2,5,"24",2
"674",10,2,3,"20",2
"675",10,2,4,"21",2
"676",10,2,5,"32",2
"677",10,2,3,"52",2
"678",10,2,5,"16",2
"679",10,2,5,"47",2
"680",10,2,3,"2",2
"681",10,2,7,"5",2
"682",10,2,2,"56",2
"683",10,2,4,"58",2
"684",10,2,2,"41",2
"685",10,2,3,"50",2
"686",10,2,2,"4",2
"687",10,2,5,"49",2
"688",10,2,7,"38",2
"689",10,2,3,"6",2
"690",10,2,5,"30",2
"691",10,2,3,"14",2
"692",10,2,5,"57",2
"693",10,2,0,"25",2
"694",10,2,2,"22",2
"695",10,2,5,"42",2
"696",10,2,2,"59",2
"697",10,2,3,"13",2
"698",10,2,4,"7",2
"699",10,2,4,"17",2
"700",10,2,1,"11",2
"701",10,2,3,"15",2
"702",10,2,2,"33",2
"703",10,2,1,"1",2
"704",10,2,0,"55",2
"705",10,2,4,"45",2
"706",10,2,3,"48",2
"707",10,2,5,"8",2
"708",10,2,4,"9",2
"709",10,2,10,"28",2
"710",10,2,8,"26",2
"711",10,2,8,"39",2
"712",10,2,3,"12",2
"713",10,2,4,"46",2
"714",10,2,2,"31",2
"715",10,2,3,"27",2
"716",10,2,3,"60",2
"717",10,2,2,"29",2
"718",10,2,5,"43",2
"719",10,2,5,"44",2
"720",10,2,4,"10",2
"721",10,20,2,"9",1
"722",10,20,0,"40",1
"723",10,20,2,"53",1
"724",10,20,2,"59",1
"725",10,20,4,"2",1
"726",10,20,4,"20",1
"727",10,20,0,"8",1
"728",10,20,0,"22",1
"729",10,20,4,"51",1
"730",10,20,2,"50",1
"731",10,20,0,"37",1
"732",10,20,0,"31",1
"733",10,20,1,"6",1
"734",10,20,3,"57",1
"735",10,20,1,"19",1
"736",10,20,2,"13",1
"737",10,20,3,"23",1
"738",10,20,3,"17",1
"739",10,20,1,"28",1
"740",10,20,2,"11",1
"741",10,20,1,"10",1
"742",10,20,0,"42",1
"743",10,20,3,"26",1
"744",10,20,2,"48",1
"745",10,20,1,"41",1
"746",10,20,2,"24",1
"747",10,20,1,"25",1
"748",10,20,1,"58",1
"749",10,20,1,"39",1
"750",10,20,8,"55",1
"751",10,20,2,"56",1
"752",10,20,1,"7",1
"753",10,20,5,"27",1
"754",10,20,6,"21",1
"755",10,20,1,"4",1
"756",10,20,1,"43",1
"757",10,20,2,"36",1
"758",10,20,1,"52",1
"759",10,20,1,"35",1
"760",10,20,1,"3",1
"761",10,20,3,"18",1
"762",10,20,6,"1",1
"763",10,20,2,"33",1
"764",10,20,1,"34",1
"765",10,20,0,"5",1
"766",10,20,1,"38",1
"767",10,20,1,"32",1
"768",10,20,3,"15",1
"769",10,20,1,"14",1
"770",10,20,1,"47",1
"771",10,20,0,"30",1
"772",10,20,0,"46",1
"773",10,20,4,"45",1
"774",10,20,1,"29",1
"775",10,20,0,"12",1
"776",10,20,2,"44",1
"777",10,20,0,"54",1
"778",10,20,1,"16",1
"779",10,20,2,"49",1
"780",10,20,2,"60",1
"781",10,3,6,"6",5
"782",10,3,6,"53",5
"783",10,3,4,"26",5
"784",10,3,1,"3",5
"785",10,3,4,"55",5
"786",10,3,5,"54",5
"787",10,3,2,"40",5
"788",10,3,1,"50",5
"789",10,3,1,"4",5
"790",10,3,2,"44",5
"791",10,3,4,"23",5
"792",10,3,5,"51",5
"793",10,3,7,"2",5
"794",10,3,4,"57",5
"795",10,3,4,"37",5
"796",10,3,5,"10",5
"797",10,3,5,"15",5
"798",10,3,6,"39",5
"799",10,3,5,"24",5
"800",10,3,5,"18",5
"801",10,3,6,"22",5
"802",10,3,3,"52",5
"803",10,3,7,"13",5
"804",10,3,1,"5",5
"805",10,3,11,"48",5
"806",10,3,7,"27",5
"807",10,3,5,"20",5
"808",10,3,7,"9",5
"809",10,3,3,"1",5
"810",10,3,2,"32",5
"811",10,3,8,"34",5
"812",10,3,5,"7",5
"813",10,3,2,"60",5
"814",10,3,5,"43",5
"815",10,3,7,"49",5
"816",10,3,6,"45",5
"817",10,3,5,"41",5
"818",10,3,1,"58",5
"819",10,3,5,"16",5
"820",10,3,0,"21",5
"821",10,3,5,"35",5
"822",10,3,2,"25",5
"823",10,3,1,"12",5
"824",10,3,5,"19",5
"825",10,3,2,"46",5
"826",10,3,7,"30",5
"827",10,3,6,"59",5
"828",10,3,5,"29",5
"829",10,3,3,"17",5
"830",10,3,4,"38",5
"831",10,3,5,"47",5
"832",10,3,3,"11",5
"833",10,3,7,"56",5
"834",10,3,5,"8",5
"835",10,3,3,"14",5
"836",10,3,8,"31",5
"837",10,3,6,"33",5
"838",10,3,4,"42",5
"839",10,3,5,"36",5
"840",10,3,5,"28",5
"841",10,4,3,"27",5
"842",10,4,4,"14",5
"843",10,4,5,"26",5
"844",10,4,0,"52",5
"845",10,4,11,"9",5
"846",10,4,3,"12",5
"847",10,4,7,"8",5
"848",10,4,3,"56",5
"849",10,4,3,"57",5
"850",10,4,2,"16",5
"851",10,4,3,"33",5
"852",10,4,3,"10",5
"853",10,4,6,"23",5
"854",10,4,2,"51",5
"855",10,4,3,"25",5
"856",10,4,4,"31",5
"857",10,4,1,"32",5
"858",10,4,0,"24",5
"859",10,4,6,"7",5
"860",10,4,2,"29",5
"861",10,4,2,"30",5
"862",10,4,3,"54",5
"863",10,4,3,"11",5
"864",10,4,7,"28",5
"865",10,4,6,"49",5
"866",10,4,1,"21",5
"867",10,4,3,"58",5
"868",10,4,3,"42",5
"869",10,4,3,"3",5
"870",10,4,3,"41",5
"871",10,4,5,"13",5
"872",10,4,7,"46",5
"873",10,4,6,"18",5
"874",10,4,2,"60",5
"875",10,4,4,"39",5
"876",10,4,2,"17",5
"877",10,4,2,"22",5
"878",10,4,1,"43",5
"879",10,4,2,"5",5
"880",10,4,5,"20",5
"881",10,4,4,"4",5
"882",10,4,4,"48",5
"883",10,4,3,"19",5
"884",10,4,2,"40",5
"885",10,4,3,"55",5
"886",10,4,7,"2",5
"887",10,4,1,"1",5
"888",10,4,3,"50",5
"889",10,4,4,"38",5
"890",10,4,2,"59",5
"891",10,4,3,"44",5
"892",10,4,3,"47",5
"893",10,4,3,"36",5
"894",10,4,4,"15",5
"895",10,4,2,"37",5
"896",10,4,3,"35",5
"897",10,4,6,"45",5
"898",10,4,2,"34",5
"899",10,4,7,"53",5
"900",10,4,3,"6",5
"901",10,5,6,"57",4
"902",10,5,3,"19",4
"903",10,5,7,"51",4
"904",10,5,4,"4",4
"905",10,5,8,"50",4
"906",10,5,4,"14",4
"907",10,5,6,"32",4
"908",10,5,3,"30",4
"909",10,5,4,"2",4
"910",10,5,8,"20",4
"911",10,5,5,"45",4
"912",10,5,2,"40",4
"913",10,5,5,"33",4
"914",10,5,4,"3",4
"915",10,5,5,"17",4
"916",10,5,4,"1",4
"917",10,5,8,"10",4
"918",10,5,4,"26",4
"919",10,5,4,"15",4
"920",10,5,4,"34",4
"921",10,5,5,"31",4
"922",10,5,4,"29",4
"923",10,5,3,"21",4
"924",10,5,7,"49",4
"925",10,5,3,"35",4
"926",10,5,4,"52",4
"927",10,5,3,"16",4
"928",10,5,4,"48",4
"929",10,5,6,"28",4
"930",10,5,7,"43",4
"931",10,5,10,"46",4
"932",10,5,9,"22",4
"933",10,5,4,"11",4
"934",10,5,7,"53",4
"935",10,5,5,"41",4
"936",10,5,6,"47",4
"937",10,5,7,"9",4
"938",10,5,3,"58",4
"939",10,5,5,"18",4
"940",10,5,3,"5",4
"941",10,5,4,"60",4
"942",10,5,3,"56",4
"943",10,5,3,"36",4
"944",10,5,5,"44",4
"945",10,5,5,"42",4
"946",10,5,5,"59",4
"947",10,5,2,"39",4
"948",10,5,7,"27",4
"949",10,5,10,"13",4
"950",10,5,4,"25",4
"951",10,5,6,"12",4
"952",10,5,4,"24",4
"953",10,5,8,"6",4
"954",10,5,2,"54",4
"955",10,5,6,"23",4
"956",10,5,8,"7",4
"957",10,5,2,"8",4
"958",10,5,4,"37",4
"959",10,5,7,"55",4
"960",10,5,4,"38",4
"961",10,6,4,"2",3
"962",10,6,5,"19",3
"963",10,6,5,"35",3
"964",10,6,3,"18",3
"965",10,6,7,"34",3
"966",10,6,2,"1",3
"967",10,6,1,"4",3
"968",10,6,4,"33",3
"969",10,6,4,"50",3
"970",10,6,6,"17",3
"971",10,6,1,"39",3
"972",10,6,2,"20",3
"973",10,6,3,"5",3
"974",10,6,2,"3",3
"975",10,6,4,"15",3
"976",10,6,5,"32",3
"977",10,6,4,"14",3
"978",10,6,5,"30",3
"979",10,6,5,"51",3
"980",10,6,5,"52",3
"981",10,6,6,"53",3
"982",10,6,7,"21",3
"983",10,6,1,"6",3
"984",10,6,6,"45",3
"985",10,6,8,"8",3
"986",10,6,4,"57",3
"987",10,6,3,"56",3
"988",10,6,2,"58",3
"989",10,6,4,"7",3
"990",10,6,7,"49",3
"991",10,6,2,"55",3
"992",10,6,5,"54",3
"993",10,6,4,"36",3
"994",10,6,3,"31",3
"995",10,6,4,"48",3
"996",10,6,6,"29",3
